index	plot	subplot	plotid	plant	plantid	status_18	status_18r2	status_19	status_20	transition_1819	transition_1920	transition_181920	check_19_20_20	census18	notes_18	other_notes_18	census18r2	other_notes_18r2	pheno18	floral18	seeds18	leaf18	licor18	census19	notes_19	other_notes_19	pheno19	floral19	seeds19	leaf19	licor19	census20	notes_20	other_notes_20	pheno20	floral20	volatiles20	seeds20	leaf20	licor20	total_obs
459	3	A	3A	125	3A125	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank					2		1	blank		5	6	1	1			19
460	3	A	3A	126	3A126	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1						2	1	dead	dead															5
461	3	A	3A	126_20	3A126_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	resurrected?																			1	blank						2		3
462	3	A	3A	127	3A127	flowering	vegetative	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank		1		12	7	1			1	dead	dead						1	nf								24
463	3	A	3A	128	3A128	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	died and nf?	1	blank	JP fixed r1_longest 4 > 40 from scan 2021-11-09			19	8	1			1	blank							1	nf								31
464	3	A	3A	129	3A129	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	died and nf?	1	blank		1							1	blank						2	1	nf							1	7
465	3	A	3A	135	3A135																1																				1
466	3	A	3A	174	3A174	no_record	no_record	no_record	tagnf	no_record > no_record	no_record > tagnf	no_record > no_record > tagnf																				1	tagnf								1
467	3	A	3A	174_19	3A174_19	no_record	no_record	flowering	dead_nf	no_record > flowering	flowering > dead_nf	no_record > flowering > dead_nf												1	blank																1
468	3	A	3A	212	3A212																						1														1
469	3	A	3A	269	3A269	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	blank								4
470	3	A	3A	270	3A270	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1							1	blank							1	nf								4
471	3	A	3A	271	3A271	vegetative	no_record	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	tagnf									1	nf	nf						1	tagnf								3
472	3	A	3A	272	3A272	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		2	2	1			1	dead								9
473	3	A	3A	273	3A273	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank						2	1	chewed	already flagged	4	4	1	1			16
474	3	A	3A	274	3A274	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	died and nf?	1	blank		1							1	blank		1	2	1			1	nf								8
475	3	A	3A	275	3A275	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead						1	nf								4
476	3	A	3A	275_19	3A275_19																						1														1
477	3	A	3A	276	3A276	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1					2	2	1	ts	1 ts	3	4	2	3		1	nf								20
478	3	A	3A	277	3A277	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
479	3	A	3A	278	3A278	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	blank		7	7	1	1			20
480	3	A	3A	605	3A605																						1														1
481	3	A	3A	632	3A632	vegetative	no_record	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	tagnf									1	blank							1	blank								3
482	3	A	3A	633	3A633	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1							1	chewed	chewed;ts					2	1	dead								6
483	3	A	3A	634	3A634	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead															3
484	3	A	3A	634_20	3A634_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	resurrected?																			1	blank								1
485	3	A	3A	635	3A635	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		1					1	dead								5
486	3	A	3A	636	3A636	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	blank	already flagged	3		1	1			9
487	3	A	3A	637	3A637	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1						2	1	ts	ts						1	blank						2		8
488	3	A	3A	638	3A638	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank	above tag				2	2	1	blank		6	5	1	1			21
489	3	A	3A	639	3A639	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1					2	2	1	dead	dead						1	dead								8
490	3	A	3A	640	3A640	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	regrew?	1	blank		1							1	chewed	eaten;ts						1	blank								4
491	3	A	3A	641	3A641	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1	blank		4	2	1	1			12
492	3	A	3A	642	3A642	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	died and nf?	1	blank		1							1	blank		3	4	1			1	nf								12
493	3	A	3A	643	3A643	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering	refound?	1	blank		1							1	nf	nf						1	blank		2			1			7
494	3	A	3A	644	3A644	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	tagnf last year	1	blank		1							1	tagnf	tagnf						1	blank								4
495	3	A	3A	645	3A645	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead															3
496	3	A	3A	645B	3A645B	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1							1	dead	dead						1	tagnf								4
497	3	A	3A	645_20	3A645_20	no_record	no_record	no_record	dead_nf	no_record > no_record	no_record > dead_nf	no_record > no_record > dead_nf	resurrected?																			2	blank						2		4
498	3	A	3A	646	3A646	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf	resurrected?	1	blank		1							1	dead	dead						2	blank								5
499	3	A	3A	647	3A647	flowering	vegetative	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf	died and nf?	1	blank		1		8	7	1						1					2	nf								21
500	3	A	3A	647_19	3A647_19	no_record	no_record	vegetative	no_record	no_record > vegetative	vegetative > no_record	no_record > vegetative > no_record												1	blank	up L															1
501	3	A	3A	648	3A648	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank							2	6
502	3	A	3A	649	3A649	vegetative	vegetative	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	blank		1							1	chewed	chewed;ts						1	tagnf								4
503	3	A	3A	650	3A650	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	regrew?	1	blank		1					2		1	chewed	eaten;ts; above tag						1	blank						2	2	10
504	3	A	3A	651	3A651	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	blank							1	nf								4
505	3	A	3A	652	3A652	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank	upper r of tag						1	blank								4
506	3	A	3A	653	3A653	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf		1	blank		1							1	chewed	eaten;ts						1	dead								4
507	3	A	3A	654	3A654	vegetative	dead_nf	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	dead						1	nf	nf						1	nf								4
508	3	A	3A	655	3A655	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	blank					2	2	1	nf								8
509	3	A	3A	656	3A656	vegetative	no_record	vegetative	tagnf	vegetative > vegetative	vegetative > tagnf	vegetative > vegetative > tagnf		1	blank									1	blank							1	tagnf								3
510	3	A	3A	657	3A657	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1					2	2	1	chewed	eaten;ts				1	3	1	chewed			1		1			14
511	3	A	3A	657_19	3A657_19																						1														1
512	3	A	3A	658	3A658	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative	chew death	1	blank		1							1	chewed	eaten;ts					2	1	nf							2	8
513	3	A	3A	659	3A659	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		3	3	1			1									10
514	3	A	3A	98	3A98															1																					1
515	3	B	3B	122	3B122																																	1			1
516	3	B	3B	129	3B129																														1						1
517	3	B	3B	132	3B132														1																						1
518	3	B	3B	202	3B202																															1					1
519	3	B	3B	22	3B22																																	1			1
520	3	B	3B	224	3B224														1																						1
521	3	B	3B	228	3B228																														1	1					2
522	3	B	3B	60	3B60																						1														1
523	3	B	3B	601	3B601	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				7	2	1			1	dead	dead						1	nf								13
524	3	B	3B	602	3B602	vegetative	vegetative	vegetative	no_record	vegetative > vegetative	vegetative > no_record	vegetative > vegetative > no_record		1	blank		1							1	blank																3
525	3	B	3B	603	3B603	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1			6	4	1	1			16
526	3	B	3B	604	3B604	vegetative	vegetative	vegetative	no_record	vegetative > vegetative	vegetative > no_record	vegetative > vegetative > no_record		1	blank		1							1	blank					2	1										6
527	3	B	3B	605	3B605	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		3	3	1			1									11
528	3	B	3B	606	3B606	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				13		1			1	dead	dead						1	nf								17
529	3	B	3B	607	3B607	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
530	3	B	3B	608	3B608	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1					2	2	1	blank					1		1	blank						2		11
531	3	B	3B	609	3B609	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1						2	1	dead	dead						1	nf								6
532	3	B	3B	610	3B610	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank							2	6
533	3	B	3B	611	3B611	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1	blank		1							1	blank		3					1									7
534	3	B	3B	612	3B612	vegetative	vegetative	vegetative	no_record	vegetative > vegetative	vegetative > no_record	vegetative > vegetative > no_record		1	blank		1							1	blank																3
535	3	B	3B	613	3B613	vegetative	recheck	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1	gone						1	dead	dead						1	nf								4
536	3	B	3B	614	3B614	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank						2		6
537	3	B	3B	615	3B615	vegetative	vegetative	vegetative	no_record	vegetative > vegetative	vegetative > no_record	vegetative > vegetative > no_record		1	blank		1							1	blank					2											5
538	3	B	3B	616	3B616	vegetative	vegetative	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank		1					2	2	1	dead	dead					3	1	nf								11
539	3	B	3B	617	3B617	vegetative	vegetative	vegetative	no_record	vegetative > vegetative	vegetative > no_record	vegetative > vegetative > no_record		1	blank		1							1	blank																3
540	3	B	3B	618	3B618	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank							1			3	4	1	1			13
541	3	B	3B	619	3B619	vegetative	vegetative	vegetative	dead_nf	vegetative > vegetative	vegetative > dead_nf	vegetative > vegetative > dead_nf	died and nf?	1	blank		1							1	blank						2	1	nf								6
542	3	B	3B	620	3B620	vegetative	dead_nf	dead_nf	dead_nf	vegetative > dead_nf	dead_nf > dead_nf	vegetative > dead_nf > dead_nf		1	blank	very wilted	1	dead						1	dead	dead						1	dead								4
543	3	B	3B	621	3B621	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	blank						2	1	blank		3	2		1			12
544	3	B	3B	622	3B622	vegetative	vegetative	vegetative	no_record	vegetative > vegetative	vegetative > no_record	vegetative > vegetative > no_record		1	blank		1							1	blank																3
545	3	B	3B	623	3B623	vegetative	vegetative	vegetative	no_record	vegetative > vegetative	vegetative > no_record	vegetative > vegetative > no_record		1	blank		1							1	blank																3
546	3	B	3B	624	3B624	vegetative	vegetative	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf	rosettes? flowered and lived?	1	blank		1							1	blank		3				4	1	chewed								11
547	3	B	3B	686	3B686	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		3	3	1			1	dead								10
548	3	B	3B	687	3B687	vegetative	no_record	flowering	dead_nf	vegetative > flowering	flowering > dead_nf	vegetative > flowering > dead_nf		1										1	blank		4					1	nf								7
549	3	B	3B	821	3B821	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank							1	blank								4
550	3	B	3B	822	3B822	vegetative	vegetative	vegetative	flowering	vegetative > vegetative	vegetative > flowering	vegetative > vegetative > flowering		1	blank		1							1	ts	ts						1	blank		2						6
551	3	B	3B	823	3B823	vegetative	vegetative	flowering	vegetative	vegetative > flowering	flowering > vegetative	vegetative > flowering > vegetative	flowered and lived?	1	blank		1					2		1	blank		2	1	1			1	blank								10
552	3	B	3B	824	3B824	flowering	no_record	dead_nf	dead_nf	flowering > dead_nf	dead_nf > dead_nf	flowering > dead_nf > dead_nf		1	blank				12	4	1			1	dead	dead						1	dead								20
553	3	B	3B	825	3B825	vegetative	vegetative	vegetative	vegetative	vegetative > vegetative	vegetative > vegetative	vegetative > vegetative > vegetative		1	blank		1							1	blank					2		1	blank								6
554	3	B	3B	826	3B826	vegetative	vegetative	tagnf	dead_nf	vegetative > tagnf	tagnf > dead_nf	vegetative > tagnf > dead_nf	tagnf last year	1	blank		1							1	tagnf	tagnf						1	nf								4
555	3	B	3B	827	3B827	vegetative	vegetative	tagnf	tagnf	vegetative > tagnf	tagnf > tagnf	vegetative > tagnf > tagnf		1	blank		1							1	tagnf	tagnf						1	tagnf								4
