plantid	cen181920	size20	notes1818r2_19_20chk1920	data_entry	scribe	observer	date	other_notes	stalks	status	n_rosettes	r1_longest	r1_leaves	r2_longest	r2_leaves	r3_longest	r3_leaves	r4_longest	r4_leaves	r5_longest	r5_leaves	r6_longest	r6_leaves	r7_longest	r7_leaves	plot	subplot	plotid	plant	year	water	snow	plot_x	plot_y	subplot_x	subplot_y	water4
3A650	V | V | V	1,23,50	,|eaten;ts; above tag|,regrew?	JP	DC	DC	2021-06-16T00:00:00Z	NA	NA	vegetative	3	55	18	47	13	49	20	NA	NA	NA	NA	NA	NA	NA	NA	3	A	3A	650	2021	Reduction	Normal	2	0	-1	1	Reduction
3A651	V | V |DNF	0,,	,||,died and nf?	JP	DC	DC	2021-06-16T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	A	3A	651	2021	Reduction	Normal	2	0	-1	1	Reduction
3A652	V | V | V	1,14,59	,|upper r of tag|,	JP	DC	DC	2021-06-16T00:00:00Z	says ""NF"" but all other plants not found coded as ""D"" on this sheet	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	A	3A	652	2021	Reduction	Normal	2	0	-1	1	Reduction
3A653	V | V |DNF	0,,	,|eaten;ts|,	JP	DC	DC	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	A	3A	653	2021	Reduction	Normal	2	0	-1	1	Reduction
3A654	V |DNF|DNF	0,,	,dead|nf|,	JP	DC	DC	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	A	3A	654	2021	Reduction	Normal	2	0	-1	1	Reduction
3A655	V | V |DNF	0,,	,||,died and nf?	JP	DC	DC	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	A	3A	655	2021	Reduction	Normal	2	0	-1	1	Reduction
3A656	V | V |TNF	,,	,||,	JP	DC	DC	2021-06-16T00:00:00Z	NA	NA	vegetative	1	31	15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	A	3A	656	2021	Reduction	Normal	2	0	-1	1	Reduction
3A657	V | V | F	1,12,31	,|eaten;ts|,	JP	DC	DC	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	A	3A	657	2021	Reduction	Normal	2	0	-1	1	Reduction
3A658	V | V | V	0,,	,|eaten;ts|,chew death	JP	DC	DC	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	A	3A	658	2021	Reduction	Normal	2	0	-1	1	Reduction
3A659	V | F |DNF	,,	,||,	JP	DC	DC	2021-06-16T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	A	3A	659	2021	Reduction	Normal	2	0	-1	1	Reduction
3B601	F |DNF|DNF	0,,	,|dead|,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	601	2021	Control	Normal	2	0	1	1	Mock rainout
3B602	V | V |NA	,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	TAG RIPPED OFF	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	602	2021	Control	Normal	2	0	1	1	Mock rainout
3B603	V | V | F	,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	603	2021	Control	Normal	2	0	1	1	Mock rainout
3B604	V | V |NA	,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	604	2021	Control	Normal	2	0	1	1	Mock rainout
3B605	V | F |DNF	,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	605	2021	Control	Normal	2	0	1	1	Mock rainout
3B606	F |DNF|DNF	0,,	,|dead|,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	606	2021	Control	Normal	2	0	1	1	Mock rainout
3B607	V | V | V	1,3,27	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	vegetative	2	31	8	22	6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	607	2021	Control	Normal	2	0	1	1	Mock rainout
3B608	V | V | V	1,14,42	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	608	2021	Control	Normal	2	0	1	1	Mock rainout
3B609	V |DNF|DNF	0,,	,|dead|,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	609	2021	Control	Normal	2	0	1	1	Mock rainout
3B610	V | V | V	1,24,59	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	vegetative	1	30	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	610	2021	Control	Normal	2	0	1	1	Mock rainout
3B611	V | F |DNF	,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	611	2021	Control	Normal	2	0	1	1	Mock rainout
3B612	V | V |NA	,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	vegetative	6	46	14	15	6	34	8	43	8	32	7	40	8	NA	NA	3	B	3B	612	2021	Control	Normal	2	0	1	1	Mock rainout
3B613	V |DNF|DNF	0,,	,gone|dead|,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	613	2021	Control	Normal	2	0	1	1	Mock rainout
3B614	V | V | V	2,12,32	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	614	2021	Control	Normal	2	0	1	1	Mock rainout
3B615	V | V |NA	,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	615	2021	Control	Normal	2	0	1	1	Mock rainout
3B616	V |DNF|DNF	0,,	,|dead|,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	616	2021	Control	Normal	2	0	1	1	Mock rainout
3B617	V | V |NA	,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	TAG DETACHED	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	617	2021	Control	Normal	2	0	1	1	Mock rainout
3B618	V | V | F	,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	618	2021	Control	Normal	2	0	1	1	Mock rainout
3B619	V | V |DNF	0,,	,||,died and nf?	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	619	2021	Control	Normal	2	0	1	1	Mock rainout
3B620	V |DNF|DNF	0,,	very wilted,dead|dead|,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	620	2021	Control	Normal	2	0	1	1	Mock rainout
3B621	V | V | F	1,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	621	2021	Control	Normal	2	0	1	1	Mock rainout
3B622	V | V |NA	,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	622	2021	Control	Normal	2	0	1	1	Mock rainout
3B623	V | V |NA	,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	recheck - count stalks and rosettes	NA	flowering	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	623	2021	Control	Normal	2	0	1	1	Mock rainout
3B624	V | F |DNF	,,	,||,rosettes? flowered and lived?	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	624	2021	Control	Normal	2	0	1	1	Mock rainout
3B686	V | F |DNF	0,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	686	2021	Control	Normal	2	0	1	1	Mock rainout
3B687	V | F |DNF	0,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	687	2021	Control	Normal	2	0	1	1	Mock rainout
3B821	V | V | V	1,16,21	,||,	XL	XL	RT	2021-06-17T00:00:00Z	recheck - count stalks and rosettes	NA	flowering	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	821	2021	Control	Normal	2	0	1	1	Mock rainout
3B822	V | V | F	2,,	,|ts|,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	vegetative	1	34	21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	822	2021	Control	Normal	2	0	1	1	Mock rainout
3B823	V | F | V	1,18,43	,||,flowered and lived?	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	vegetative	1	26	22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	823	2021	Control	Normal	2	0	1	1	Mock rainout
3B824	F |DNF|DNF	0,,	,|dead|,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	824	2021	Control	Normal	2	0	1	1	Mock rainout
3B825	V | V | V	1,11,26	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	vegetative	3	35	10	20	6	34	11	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	825	2021	Control	Normal	2	0	1	1	Mock rainout
3B826	V |TNF|DNF	0,,	,|tagnf|,tagnf last year	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	826	2021	Control	Normal	2	0	1	1	Mock rainout
3B827	V |TNF|TNF	,,	,|tagnf|,	XL	XL	RT	2021-06-17T00:00:00Z	TAG FOUND	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	827	2021	Control	Normal	2	0	1	1	Mock rainout
3B828	V | V | F	2,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	828	2021	Control	Normal	2	0	1	1	Mock rainout
3B829	V | V |DNF	0,,	munched,|ts|,died and nf?	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	829	2021	Control	Normal	2	0	1	1	Mock rainout
3B830	V |DNF|DNF	0,,	munched,dead|nf|,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	830	2021	Control	Normal	2	0	1	1	Mock rainout
3B831	V | V | F	1,,	,||already flagged,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	831	2021	Control	Normal	2	0	1	1	Mock rainout
3B832	V | V |TNF	,,	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	832	2021	Control	Normal	2	0	1	1	Mock rainout
3B833	F |DNF|DNF	0,,	,|dead|,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	833	2021	Control	Normal	2	0	1	1	Mock rainout
3B834	V | V | V	1,12,41	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	834	2021	Control	Normal	2	0	1	1	Mock rainout
3B835	V | V | V	0,,	,||,died and nf?	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	vegetative	2	34	14	34	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	835	2021	Control	Normal	2	0	1	1	Mock rainout
3B836	V |DNF|DNF	0,,	,|dead|,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	836	2021	Control	Normal	2	0	1	1	Mock rainout
3B837	V | V | V	1,15,36	,||,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	vegetative	2	41	6	54	9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	837	2021	Control	Normal	2	0	1	1	Mock rainout
3B838	V | V | F	4,,	breaking,||already flagged,	XL	XL	RT	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	B	3B	838	2021	Control	Normal	2	0	1	1	Mock rainout
3C120_20	NA |NA |DNF	0,,	,||,check tag #	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	120_20	2021	Addition	Normal	2	0	-1	-1	Addition
3C122	V | F | V	1,6,11	,||,flowered and lived?	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	122	2021	Addition	Normal	2	0	-1	-1	Addition
3C123	V | V |DNF	0,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	123	2021	Addition	Normal	2	0	-1	-1	Addition
3C124	V | V | V	1,10,19	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	2	21	16	4	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	124	2021	Addition	Normal	2	0	-1	-1	Addition
3C125	V | V |DNF	0,,	,|ts|,died and nf?	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	125	2021	Addition	Normal	2	0	-1	-1	Addition
3C126	V | V | F	1,,	,|ts|,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	126	2021	Addition	Normal	2	0	-1	-1	Addition
3C127	F |DNF|DNF	0,,	,|dead|,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	127	2021	Addition	Normal	2	0	-1	-1	Addition
3C128	V | V |DNF	0,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	128	2021	Addition	Normal	2	0	-1	-1	Addition
3C129	V | V |DNF	0,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	129	2021	Addition	Normal	2	0	-1	-1	Addition
3C130	V | F |DNF	0,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	130	2021	Addition	Normal	2	0	-1	-1	Addition
3C131	V | F | F	0,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	131	2021	Addition	Normal	2	0	-1	-1	Addition
3C132	F |DNF|DNF	0,,	,|dead|,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	132	2021	Addition	Normal	2	0	-1	-1	Addition
3C133	V | V | F	1,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	1	51	28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	133	2021	Addition	Normal	2	0	-1	-1	Addition
3C134	V |DNF|DNF	0,,	,|dead|,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	134	2021	Addition	Normal	2	0	-1	-1	Addition
3C135	V | V |DNF	0,,	,||,died and nf?	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	135	2021	Addition	Normal	2	0	-1	-1	Addition
3C136	V |DNF|DNF	,,	,|dead|,	RT	RT	XL	2021-06-17T00:00:00Z	changed from NF to O	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	136	2021	Addition	Normal	2	0	-1	-1	Addition
3C136_20	V |DNF|DNF	1,10,21	,||,resurrected?	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	136_20	2021	Addition	Normal	2	0	-1	-1	Addition
3C137	V | V | F	1,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	137	2021	Addition	Normal	2	0	-1	-1	Addition
3C138	V | F |DNF	0,,	,||flowered last year,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	138	2021	Addition	Normal	2	0	-1	-1	Addition
3C139	V | V | F	2,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	139	2021	Addition	Normal	2	0	-1	-1	Addition
3C140	V | F |DNF	0,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	140	2021	Addition	Normal	2	0	-1	-1	Addition
3C141	V | V |TNF	,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	141	2021	Addition	Normal	2	0	-1	-1	Addition
3C142	V | F | F	1,,	,||,flowered twice?	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	142	2021	Addition	Normal	2	0	-1	-1	Addition
3C143	V | F | F	1,,	,||,flowered twice?	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	143	2021	Addition	Normal	2	0	-1	-1	Addition
3C144	V | V | V	1,17,21	,|ts|,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	5	22	8	13	4	23	5	19	6	10	5	NA	NA	NA	NA	3	C	3C	144	2021	Addition	Normal	2	0	-1	-1	Addition
3C145	V | V |DNF	0,,	missing,||,died and nf?	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	145	2021	Addition	Normal	2	0	-1	-1	Addition
3C146	V | F |DNF	0,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	146	2021	Addition	Normal	2	0	-1	-1	Addition
3C147	F |DNF|DNF	,,	,|dead|,	RT	RT	XL	2021-06-17T00:00:00Z	changed from NF to O	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	147	2021	Addition	Normal	2	0	-1	-1	Addition
3C147_20	F |DNF|DNF	1,,	,||,count leaves. resurrected?	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	147_20	2021	Addition	Normal	2	0	-1	-1	Addition
3C148	V | F |DNF	0,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	148	2021	Addition	Normal	2	0	-1	-1	Addition
3C149	V | F | V	1,19,51	,||,flowered and lived?	RT	RT	XL	2021-06-17T00:00:00Z	recheck - count stalks and rosettes	NA	flowering	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	149	2021	Addition	Normal	2	0	-1	-1	Addition
3C150	V | F |DNF	0,,	missing,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	150	2021	Addition	Normal	2	0	-1	-1	Addition
3C151	V | F |DNF	0,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	151	2021	Addition	Normal	2	0	-1	-1	Addition
3C152	V | V | F	,,	missing,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	152	2021	Addition	Normal	2	0	-1	-1	Addition
3C153	V | V | F	3,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	153	2021	Addition	Normal	2	0	-1	-1	Addition
3C154	V | V | F	1,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	154	2021	Addition	Normal	2	0	-1	-1	Addition
3C155	V | V | V	1,16,31	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	vegetative	1	26	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	155	2021	Addition	Normal	2	0	-1	-1	Addition
3C156	F |DNF|DNF	0,,	,|dead|,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	156	2021	Addition	Normal	2	0	-1	-1	Addition
3C157	V | V | V	1,21,39	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	157	2021	Addition	Normal	2	0	-1	-1	Addition
3C158	V | V | F	3,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	158	2021	Addition	Normal	2	0	-1	-1	Addition
3C159	V | V | F	1,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	159	2021	Addition	Normal	2	0	-1	-1	Addition
3C160	V | V | V	1,4,21	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	160	2021	Addition	Normal	2	0	-1	-1	Addition
3C161	V | F |DNF	0,,	,||,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	161	2021	Addition	Normal	2	0	-1	-1	Addition
3C162	V | V | V	1,18,41	,||,	RT	RT	XL	2021-06-17T00:00:00Z	recheck - count stalks and rosettes	NA	flowering	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	162	2021	Addition	Normal	2	0	-1	-1	Addition
3C163	F |DNF|DNF	0,,	,|dead|,	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	dead_nf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	163	2021	Addition	Normal	2	0	-1	-1	Addition
3C164	V | F |DNF	0,,	,||,died and nf?	RT	RT	XL	2021-06-17T00:00:00Z	NA	NA	tagnf	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	C	3C	164	2021	Addition	Normal	2	0	-1	-1	Addition
